interval_start,location,kind,host,method,statusCode,endpoint,aggregated_stats_name,aggregated_stats_value
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,avg,2088267.5
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,median,2088267.5
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,min,2018143.0
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,max,2158392.0
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,count,2.0
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,std,99171.0189546321
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,skewness,-166.9835965424731
1711284000,datacenter4,CLIENT,component18,GET,200,endpoint959,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,avg,645608.8607594937
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,median,581832.0
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,min,255885.0
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,max,2375649.0
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,count,158.0
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,std,301759.2150421794
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,skewness,1.8933786831976767
1711284000,datacenter2,CLIENT,component54,GET,404,endpoint466,kurtosis,6.720931841479282
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,avg,601875.8987341772
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,median,552036.5
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,min,234170.0
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,max,2212978.0
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,count,158.0
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,std,287333.87759182084
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,skewness,1.9109636126969838
1711284000,datacenter2,SERVER,component54,GET,404,endpoint466,kurtosis,6.601541726038243
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,avg,500884.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,median,500884.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,min,500884.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,max,500884.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,count,1.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,std,-50.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,skewness,-166.9835965424731
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint806,kurtosis,-59.99999998541377
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,avg,663047.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,median,560101.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,min,530125.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,max,898915.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,count,3.0
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,std,204816.8089098158
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,skewness,1.690406273485812
1711284000,datacenter4,CLIENT,component15,GET,200,endpoint767,kurtosis,-59.99999998541377
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,avg,525021.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,median,525021.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,min,525021.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,max,525021.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,count,1.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,std,-50.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,skewness,-166.9835965424731
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint805,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,avg,255232.5
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,median,255232.5
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,min,230052.0
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,max,280413.0
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,count,2.0
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,std,35610.60460733572
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component53,GET,200,endpoint893,kurtosis,-59.99999998541377
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,avg,1148943.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,median,1148943.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,min,1024994.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,max,1272892.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,count,2.0
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,std,175290.35684258275
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,skewness,-166.9835965424731
1711284000,datacenter4,CLIENT,component15,GET,500,endpoint815,kurtosis,-59.99999998541377
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,avg,892905.5
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,median,892905.5
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,min,743853.0
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,max,1041958.0
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,count,2.0
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,std,210792.06700561574
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,skewness,-166.9835965424731
1711284000,datacenter3,CLIENT,component15,GET,200,endpoint643,kurtosis,-59.99999998541377
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,avg,149732.84615384616
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,median,109405.0
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,min,87532.0
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,max,414524.0
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,count,13.0
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,std,96870.45116790962
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,skewness,2.1447096083404054
1711284000,datacenter3,CLIENT,component25,POST,200,endpoint850,kurtosis,4.342873757192231
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,avg,180829.33333333334
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,median,177787.0
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,min,177733.0
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,max,186968.0
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,count,3.0
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,std,5316.309841735462
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,skewness,1.7318497708287652
1711284000,datacenter5,CLIENT,component41,POST,200,endpoint632,kurtosis,-59.99999998541377
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,avg,65432.333333333336
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,median,66250.0
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,min,62558.0
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,max,67489.0
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,count,3.0
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,std,2565.1753026515235
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,skewness,-1.2886610385750328
1711284000,datacenter1,CLIENT,component1,POST,200,endpoint315,kurtosis,-59.99999998541377
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,avg,12790.666666666666
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,median,13444.0
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,min,10382.0
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,max,14546.0
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,count,3.0
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,std,2157.5118385152223
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,skewness,-1.237724736837808
1711284000,datacenter1,CLIENT,component1,POST,201,endpoint314,kurtosis,-59.99999998541377
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,avg,167007.0
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,median,167007.0
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,min,167007.0
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,max,167007.0
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,count,1.0
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,std,-50.0
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,skewness,-166.9835965424731
1711284000,datacenter4,SERVER,component32,GET,200,endpoint596,kurtosis,-59.99999998541377
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,avg,415355.5
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,median,417913.0
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,min,386598.0
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,max,438000.0
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,count,6.0
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,std,20734.312795460573
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,skewness,-0.3636822670174322
1711284000,datacenter4,CLIENT,component1,POST,200,endpoint315,kurtosis,-1.5213003941426018
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,avg,123625.0
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,median,122720.0
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,min,119379.0
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,max,132771.0
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,count,6.0
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,std,4807.313719739955
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,skewness,1.7418982783652799
1711284000,datacenter4,CLIENT,component1,POST,201,endpoint314,kurtosis,3.540073013877388
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,avg,421467.25
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,median,416625.0
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,min,315762.0
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,max,536857.0
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,count,4.0
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,std,115515.34690356083
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,skewness,0.05620280974176573
1711284000,datacenter2,CLIENT,component1,POST,200,endpoint315,kurtosis,-5.555370812371547
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,avg,38160.75
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,median,38341.0
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,min,35096.0
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,max,40865.0
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,count,4.0
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,std,2660.4957401456845
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,skewness,-0.2331008774367462
1711284000,datacenter2,CLIENT,component1,POST,201,endpoint314,kurtosis,-3.3513587791643724
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,avg,3002196.714285714
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,median,3001920.0
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,min,3001564.0
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,max,3003621.0
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,count,7.0
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,std,747.1072467157833
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,skewness,1.4492629602672356
1711284000,datacenter4,CLIENT,component46,PUT,-1,endpoint843,kurtosis,1.394395330960462
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,avg,82559.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,median,82559.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,min,82559.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,max,82559.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,count,1.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,std,-50.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint665,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,avg,92352.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,median,92352.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,min,92352.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,max,92352.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,count,1.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,std,-50.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint585,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,avg,65277.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,median,65277.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,min,65277.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,max,65277.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,count,1.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,std,-50.0
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component41,GET,200,endpoint584,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,avg,66098.0
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,median,66098.0
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,min,66098.0
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,max,66098.0
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,count,1.0
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,std,-50.0
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component1,GET,404,endpoint49,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,avg,180357.0
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,median,180357.0
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,min,163703.0
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,max,197011.0
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,count,2.0
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,std,23552.312667761526
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component6,GET,200,endpoint335,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,avg,491508.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,median,491508.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,min,491508.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,max,491508.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint979,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,avg,494943.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,median,494943.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,min,494943.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,max,494943.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint977,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,avg,498276.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,median,498276.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,min,498276.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,max,498276.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint976,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,avg,483195.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,median,483195.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,min,483195.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,max,483195.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint985,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,avg,485936.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,median,485936.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,min,485936.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,max,485936.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint983,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,avg,548885.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,median,548885.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,min,548885.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,max,548885.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint981,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,avg,594277.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,median,594277.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,min,594277.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,max,594277.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint980,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,avg,619660.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,median,619660.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,min,619660.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,max,619660.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,count,1.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,std,-50.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,skewness,-166.9835965424731
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint984,kurtosis,-59.99999998541377
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,avg,645548.0
1711284000,datacenter2,CLIENT,component18,GET,200,endpoint975,median,645548.0
